REFINI_ID,Standard_Form_ID,Deposit_ID,Location_Specific,Fabric,Provenance_1,Provenance_2,Standard_Form_ID,Standard_Form,Production,Lower_Date_Form,Upper_Date_Form,Period,Deposit_ID,Deposit,Lower_Date_Deposit,Upper_Date_Deposit,Archaeological_Context
1357,279,2,Aquileia,A,North_Africa,Not_Available,279,Hayes14A,ARSW,125,175,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1358,427,3,Aquileia,A,North_Africa,Not_Available,427,Hayes14A_similis,ARSW,Not_Available,Not_Available,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1359,280,3,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1360,280,3,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1361,280,3,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1362,280,3,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1363,280,3,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1364,280,3,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1365,280,2,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1366,280,2,Aquileia,A,North_Africa,Not_Available,280,Hayes14B,ARSW,125,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1367,281,2,Aquileia,A,North_Africa,Not_Available,281,Hayes14C,ARSW,175,225,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1368,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1369,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1370,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1371,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1372,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1373,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1374,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1375,283,3,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1376,283,2,Aquileia,A,North_Africa,Not_Available,283,Hayes16,ARSW,150,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1377,428,3,Aquileia,A,North_Africa,Not_Available,428,Hayes17A,ARSW,150,200,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1378,428,2,Aquileia,A,North_Africa,Not_Available,428,Hayes17A,ARSW,150,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1379,428,2,Aquileia,A,North_Africa,Not_Available,428,Hayes17A,ARSW,150,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1380,428,2,Aquileia,A,North_Africa,Not_Available,428,Hayes17A,ARSW,150,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1381,428,2,Aquileia,A,North_Africa,Not_Available,428,Hayes17A,ARSW,150,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1382,428,2,Aquileia,A,North_Africa,Not_Available,428,Hayes17A,ARSW,150,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1383,429,2,Aquileia,A,North_Africa,Not_Available,429,Ostia1,ARSW,150,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1384,429,2,Aquileia,A,North_Africa,Not_Available,429,Ostia1,ARSW,150,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1385,430,2,Aquileia,A,North_Africa,Not_Available,430,Hayes14/17,ARSW,125,200,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1386,290,3,Aquileia,A,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1387,290,3,Aquileia,A,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1388,290,3,Aquileia,A,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1389,290,3,Aquileia,A,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1390,290,3,Aquileia,A,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1391,290,2,Aquileia,A,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1392,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1393,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1394,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1395,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1396,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1397,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1398,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1399,295,2,Aquileia,A,North_Africa,Not_Available,295,Hayes44,ARSW,220,300,Late_Antiquity,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1400,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1401,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1402,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1403,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1404,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1405,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1406,403,3,Aquileia,A,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1407,290,3,Aquileia,A/D,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1408,290,3,Aquileia,A/D,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1409,290,3,Aquileia,A/D,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1410,290,2,Aquileia,A/D,North_Africa,Not_Available,290,Hayes31,ARSW,200,275,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1411,288,3,Aquileia,A/D,North_Africa,Not_Available,288,Hayes28,ARSW,200,225,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1412,288,3,Aquileia,A/D,North_Africa,Not_Available,288,Hayes28,ARSW,200,225,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1413,288,2,Aquileia,A/D,North_Africa,Not_Available,288,Hayes28,ARSW,200,225,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1414,289,2,Aquileia,A/D,North_Africa,Not_Available,289,Hayes29,ARSW,200,225,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1415,289,3,Aquileia,A/D,North_Africa,Not_Available,289,Hayes29,ARSW,200,225,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1416,291,3,Aquileia,A/D,North_Africa,Not_Available,291,Hayes32,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1417,291,3,Aquileia,A/D,North_Africa,Not_Available,291,Hayes32,ARSW,200,275,Imperial,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1418,292,2,Aquileia,A/D,North_Africa,Not_Available,292,Hayes33,ARSW,200,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1419,292,2,Aquileia,A/D,North_Africa,Not_Available,292,Hayes33,ARSW,200,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1420,292,2,Aquileia,A/D,North_Africa,Not_Available,292,Hayes33,ARSW,200,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1421,292,2,Aquileia,A/D,North_Africa,Not_Available,292,Hayes33,ARSW,200,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1422,431,2,Aquileia,A/D,North_Africa,Not_Available,431,Sperlonga39,ARSW,200,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1423,431,2,Aquileia,A/D,North_Africa,Not_Available,431,Sperlonga39,ARSW,200,250,Imperial,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1424,403,2,Aquileia,A/D,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1425,403,2,Aquileia,A/D,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,2,Fase_1,70,275,Natural sedimentation of the canal bed between the Flavian era and the end of the third century. 
1426,403,3,Aquileia,A/D,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1427,403,3,Aquileia,A/D,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1428,403,3,Aquileia,A/D,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1429,403,4,Aquileia,A/D,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,4,Fase_3,326,450,Agricultural Soil
1430,297,3,Aquileia,C,North_Africa,Not_Available,297,Hayes45A,ARSW,230,320,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1431,325,4,Aquileia,C,North_Africa,Not_Available,325,Hayes62B,ARSW,350,425,Late_Antiquity,4,Fase_3,326,450,Agricultural Soil
1432,305,4,Aquileia,C,North_Africa,Not_Available,305,Hayes50A,ARSW,230,325,Late_Antiquity,4,Fase_3,326,450,Agricultural Soil
1433,305,3,Aquileia,C,North_Africa,Not_Available,305,Hayes50A,ARSW,230,325,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1434,305,3,Aquileia,C,North_Africa,Not_Available,305,Hayes50A,ARSW,230,325,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1435,305,3,Aquileia,C,North_Africa,Not_Available,305,Hayes50A,ARSW,230,325,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1436,305,3,Aquileia,C,North_Africa,Not_Available,305,Hayes50A,ARSW,230,325,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1437,306,3,Aquileia,C,North_Africa,Not_Available,306,Hayes50B,ARSW,350,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1438,306,3,Aquileia,C,North_Africa,Not_Available,306,Hayes50B,ARSW,350,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1439,306,3,Aquileia,C,North_Africa,Not_Available,306,Hayes50B,ARSW,350,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1440,306,3,Aquileia,C,North_Africa,Not_Available,306,Hayes50B,ARSW,350,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1441,304,3,Aquileia,C,North_Africa,Not_Available,304,Hayes50,ARSW,230,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1442,304,3,Aquileia,C,North_Africa,Not_Available,304,Hayes50,ARSW,230,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1443,304,3,Aquileia,C,North_Africa,Not_Available,304,Hayes50,ARSW,230,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1444,304,3,Aquileia,C,North_Africa,Not_Available,304,Hayes50,ARSW,230,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1445,304,1,Aquileia,C,North_Africa,Not_Available,304,Hayes50,ARSW,230,400,Late_Antiquity,1,Unknown,Unknown,Unknown,Unknown
1446,312,3,Aquileia,C,North_Africa,Not_Available,312,Hayes57,ARSW,325,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1447,335,4,Aquileia,C,North_Africa,Not_Available,335,Hayes71,ARSW,375,420,Late_Antiquity,4,Fase_3,326,450,Agricultural Soil
1448,308,3,Aquileia,C,North_Africa,Not_Available,308,Hayes52B,ARSW,280,400,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1449,432,3,Aquileia,C,North_Africa,Not_Available,432,SalomonsonC10,ARSW,250,300,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1450,351,3,Aquileia,C,North_Africa,Not_Available,351,Hayes85,ARSW,425,500,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1451,403,3,Aquileia,C,North_Africa,Not_Available,403,Unknown,ARSW,Not_Available,Not_Available,Not_Available,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1452,328,3,Aquileia,C,North_Africa,Not_Available,328,Hayes66,ARSW,400,425,Late_Antiquity,3,Fase_2,275,325,Intentional infilling and burial of the canal. 
1453,315,4,Aquileia,C,North_Africa,Not_Available,315,Hayes58B,ARSW,290,375,Late_Antiquity,4,Fase_3,326,450,Agricultural Soil
1454,319,4,Aquileia,C,North_Africa,Not_Available,319,Hayes61,ARSW,325,450,Late_Antiquity,4,Fase_3,326,450,Agricultural Soil
1455,434,5,Aquileia,C,Northern_Italy,Not_Available,434,Consp1,Terra_Sigillata,-40,-10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1456,434,5,Aquileia,C,Northern_Italy,Not_Available,434,Consp1,Terra_Sigillata,-40,-10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1457,1,5,Aquileia,C,Northern_Italy,Not_Available,1,Consp1.1,Terra_Sigillata,-40,-10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1458,2,5,Aquileia,C,Northern_Italy,Not_Available,2,Consp2.1,Terra_Sigillata,-40,-10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1459,4,5,Aquileia,B,Northern_Italy,Not_Available,4,Consp3,Terra_Sigillata,50,125,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1460,4,5,Aquileia,B,Northern_Italy,Not_Available,4,Consp3,Terra_Sigillata,50,125,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1461,5,5,Aquileia,B,Northern_Italy,Not_Available,5,Consp3.1,Terra_Sigillata,50,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1462,7,5,Aquileia,B,Northern_Italy,Not_Available,7,Consp3.2,Terra_Sigillata,50,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1463,10,5,Aquileia,B,Northern_Italy,Not_Available,10,Consp3.3,Terra_Sigillata,50,125,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1464,11,5,Aquileia,C,Northern_Italy,Not_Available,11,Consp4,Terra_Sigillata,-40,54,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1465,435,5,Aquileia,C,Northern_Italy,Not_Available,435,Consp6,Terra_Sigillata,1,50,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1466,26,5,Aquileia,C,Northern_Italy,Not_Available,26,Consp7,Terra_Sigillata,-10,14,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1467,28,5,Aquileia,C,Northern_Italy,Not_Available,28,Consp8,Terra_Sigillata,-27,10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1468,28,5,Aquileia,C,Northern_Italy,Not_Available,28,Consp8,Terra_Sigillata,-27,10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1469,28,5,Aquileia,C,Northern_Italy,Not_Available,28,Consp8,Terra_Sigillata,-27,10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1470,437,5,Aquileia,C,Northern_Italy,Not_Available,437,Consp8.1,Terra_Sigillata,-10,10,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1471,438,5,Aquileia,C,Northern_Italy,Not_Available,438,Consp8.3,Terra_Sigillata,-10,14,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1472,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1473,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1474,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1475,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1476,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1477,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1478,30,5,Aquileia,C,Northern_Italy,Not_Available,30,Consp9,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1479,32,5,Aquileia,C,Northern_Italy,Not_Available,32,Consp11,Terra_Sigillata,-10,-1,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1480,36,5,Aquileia,C,Northern_Italy,Not_Available,36,Consp12.1,Terra_Sigillata,-10,-1,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1481,36,5,Aquileia,C,Northern_Italy,Not_Available,36,Consp12.1,Terra_Sigillata,-10,-1,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1482,53,5,Aquileia,C,Northern_Italy,Not_Available,53,Consp14,Terra_Sigillata,-10,14,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1483,53,5,Aquileia,C,Northern_Italy,Not_Available,53,Consp14,Terra_Sigillata,-10,14,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1484,54,5,Aquileia,C,Northern_Italy,Not_Available,54,Consp14.1,Terra_Sigillata,-10,-1,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1485,64,5,Aquileia,C,Northern_Italy,Not_Available,64,Consp18,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1486,439,5,Aquileia,C,Northern_Italy,Not_Available,439,Consp18.2,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1487,439,5,Aquileia,C,Northern_Italy,Not_Available,439,Consp18.2,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1488,439,5,Aquileia,C,Northern_Italy,Not_Available,439,Consp18.2,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1489,76,5,Aquileia,C,Northern_Italy,Not_Available,76,Consp20,Terra_Sigillata,-27,96,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1490,80,5,Aquileia,C,Northern_Italy,Not_Available,80,Consp20.3,Terra_Sigillata,1,30,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1491,83,5,Aquileia,B,Northern_Italy,Not_Available,83,Consp20.4,Terra_Sigillata,25,96,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1492,83,5,Aquileia,B,Northern_Italy,Not_Available,83,Consp20.4,Terra_Sigillata,25,96,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1493,83,5,Aquileia,B,Northern_Italy,Not_Available,83,Consp20.4,Terra_Sigillata,25,96,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1494,83,5,Aquileia,B,Northern_Italy,Not_Available,83,Consp20.4,Terra_Sigillata,25,96,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1495,88,5,Aquileia,B,Northern_Italy,Not_Available,88,Consp20.5,Terra_Sigillata,1,50,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1496,91,5,Aquileia,C,Northern_Italy,Not_Available,91,Consp21,Terra_Sigillata,-27,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1497,91,5,Aquileia,C,Northern_Italy,Not_Available,91,Consp21,Terra_Sigillata,-27,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1498,91,5,Aquileia,C,Northern_Italy,Not_Available,91,Consp21,Terra_Sigillata,-27,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1499,91,5,Aquileia,C,Northern_Italy,Not_Available,91,Consp21,Terra_Sigillata,-27,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1500,91,5,Aquileia,C,Northern_Italy,Not_Available,91,Consp21,Terra_Sigillata,-27,100,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1501,94,5,Aquileia,C,Northern_Italy,Not_Available,94,Consp21.3,Terra_Sigillata,30,60,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1502,94,5,Aquileia,C,Northern_Italy,Not_Available,94,Consp21.3,Terra_Sigillata,30,60,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1503,94,5,Aquileia,C,Northern_Italy,Not_Available,94,Consp21.3,Terra_Sigillata,30,60,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1504,440,5,Aquileia,C,Northern_Italy,Not_Available,440,Consp22/24,Terra_Sigillata,-20,75,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1505,104,5,Aquileia,C,Northern_Italy,Not_Available,104,Consp22.6,Terra_Sigillata,10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1506,104,5,Aquileia,C,Northern_Italy,Not_Available,104,Consp22.6,Terra_Sigillata,10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1507,104,5,Aquileia,C,Northern_Italy,Not_Available,104,Consp22.6,Terra_Sigillata,10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1508,118,5,Aquileia,C,Northern_Italy,Not_Available,118,Consp26.1,Terra_Sigillata,1,50,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1509,118,5,Aquileia,C,Northern_Italy,Not_Available,118,Consp26.1,Terra_Sigillata,1,50,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1510,436,5,Aquileia,,Central_Italy,Arezzo,436,Consp4.2,Terra_Sigillata,-10,14,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1511,26,5,Aquileia,,Central_Italy,Arezzo,26,Consp7,Terra_Sigillata,-10,14,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1512,64,5,Aquileia,,Central_Italy,Arezzo,64,Consp18,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1513,439,5,Aquileia,,Central_Italy,Arezzo,439,Consp18.2,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
1514,439,5,Aquileia,,Central_Italy,Arezzo,439,Consp18.2,Terra_Sigillata,-10,37,Imperial,5,ex_Fondi_Cossar,-100,400,The remains of several domus within Aquileia
